NCBI_id,OrthoDB_seq,species_name,amino_entropy,protein_entropy,constructive_entropy,divergence_time,amino_edge_E(G),amino_total_N,protein_edge_E(G),protein_total_N,superkingdom,superkingdom_name,kingdom,kingdom_name,subkingdom,subkingdom_name,phylum,phylum_name,subphylum,subphylum_name,superclass,superclass_name,class,class_name,subclass,subclass_name,order,order_name,family,family_name,genus,genus_name,divergence_time_log
109478,0,Myotis brandtii,0.9406001761837238,0.9999496522449126,0.0593494760611887,6.775,54141633768817.0,10729467,201071334.0,20054,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,9397.0,Chiroptera,9431.0,Vespertilionidae,9434.0,Myotis,0.8309092995464432
113334,0,Melitaea cinxia,0.9420486540753596,0.99993984962406,0.0578911955487004,18.54,13191823685201.0,5292133,138187000.0,16625,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7088.0,Lepidoptera,33415.0,Nymphalidae,104514.0,Melitaea,1.268109729808478
113540,0,Scleropages formosus,0.940768583327682,0.9999557517919068,0.0591871684642248,121.216666666667,86271796543064.0,13542786,258383211.0,22733,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,7898.0,Actinopterygii,186623.0,Actinopteri,41665.0,Neopterygii,41712.0,Osteoglossiformes,27723.0,Osteoglossidae,27726.0,Scleropages,2.0835623371877916
1155016,0,Mengenilla moldrzyki,0.9407638273299388,0.9999662863417972,0.0592024590118582,254.0,15109451235717.0,5667598,452027072.0,30068,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,30261.0,Strepsiptera,50600.0,Mengenillidae,50601.0,Mengenilla,2.404833716619938
118797,0,Lipotes vexillifer,0.9401318513524768,0.9999467852487948,0.059814933896318,24.5665846153846,53800034088463.0,10698229,178841267.0,18913,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,91561.0,Artiodactyla,119500.0,Lipotidae,118796.0,Lipotes,1.3903447826178743
121225,0,Pediculus humanus,0.9407216081035222,0.9999070464596412,0.059185438356119,6.15053645,14436917827354.0,5540152,58141923.0,10784,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,85819.0,Phthiraptera,121221.0,Pediculidae,121222.0,Pediculus,0.788912996607023
121530,0,Tauraco erythrolophus,0.9413405923302396,0.9999329623967196,0.0585923700664799,5.588875,24895976027878.0,7272876,111310658.0,14921,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,56301.0,Musophagiformes,56302.0,Musophagidae,56303.0,Tauraco,0.7473243963546206
125878,0,Nanorana parkeri,0.9418372374880832,0.9999468475456688,0.0581096100575856,9.987055,53178669940344.0,10626636,179295454.0,18937,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8292.0,Amphibia,,,8342.0,Anura,685122.0,Dicroglossidae,120497.0,Nanorana,0.9994374415986419
126957,0,Strigamia maritima,0.9423709634450316,0.999932995213954,0.0575620317689226,182.0,24488894543831.0,7209226,112372502.0,14992,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,61985.0,Myriapoda,,,7540.0,Chilopoda,115405.0,Pleurostigmophora,60154.0,Geophilomorpha,126955.0,Linotaeniidae,126956.0,Strigamia,2.2600713879850747
128390,0,Nipponia nippon,0.9411576633466416,0.9999333645255688,0.0587757011789271,28.0432,36697470021881.0,8830837,112867791.0,15025,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,9205.0,Pelecaniformes,33574.0,Threskiornithidae,128389.0,Nipponia,1.447827569317715
13037,0,Danaus plexippus,0.9419578707588212,0.9999333293669448,0.0579754586081234,21.6,22727638872946.0,6946666,114420563.0,15128,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7088.0,Lepidoptera,33415.0,Nymphalidae,13036.0,Danaus,1.334453751150931
13146,0,Melopsittacus undulatus,0.9411850203065945,0.9999297507032328,0.0587447303966384,15.558145,32291457939698.0,8283642,101538367.0,14251,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,9223.0,Psittaciformes,1545690.0,Psittaculidae,13145.0,Melopsittacus,1.1919578147430725
13164,0,Myzus persicae,0.942058274643178,0.9999322125813448,0.0578739379381669,42.5,25444558274629.0,7349767,108803376.0,14752,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7524.0,Hemiptera,27482.0,Aphididae,13163.0,Myzus,1.6283889300503114
132908,0,Pteropus vampyrus,0.940370961742899,0.999949360262378,0.0595783985194791,5.0,55759167341906.0,10889891,196584665.0,19829,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,9397.0,Chiroptera,9398.0,Pteropodidae,9401.0,Pteropus,0.6989700043360187
13616,0,Monodelphis domestica,0.9410610061276052,0.9999521716625897,0.0588911655349841,30.1,68078289227063.0,12028471,222974297.0,21118,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,38605.0,Didelphimorphia,9265.0,Didelphidae,13615.0,Monodelphis,1.4785664955938431
13686,0,Solenopsis invicta,0.9420658385915076,0.9999304202616198,0.0578645816701121,80.0,24115857306813.0,7155265,103270006.0,14372,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7399.0,Hymenoptera,36668.0,Formicidae,13685.0,Solenopsis,1.9030899869919433
13735,0,Pelodiscus sinensis,0.9414063880626063,0.9999475934769262,0.0585412054143197,56.78,50860466579873.0,10394811,185387052.0,19256,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,,,2841271.0,Testudinata,8459.0,Testudines,34907.0,Trionychidae,204969.0,Pelodiscus,1.7541953881898382
143302,0,Condylura cristata,0.940249253366578,0.9999437925270158,0.0596945391604377,40.4,47671719352192.0,10069871,159391553.0,17855,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,9362.0,Eulipotyphla,9373.0,Talpidae,143301.0,Condylura,1.606381365110605
144197,0,Stegastes partitus,0.9406673509076028,0.9999548896997836,0.0592875387921809,10.457931715,83140021399350.0,13295419,253046089.0,22497,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,7898.0,Actinopterygii,186623.0,Actinopteri,41665.0,Neopterygii,,,30863.0,Pomacentridae,80992.0,Stegastes,1.0194458017797798
146911,0,Gekko japonicus,0.9412728220029274,0.9999476921972812,0.0586748701943536,33.46484,53603987454853.0,10672245,189588947.0,19473,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8504.0,Lepidosauria,,,8509.0,Squamata,8561.0,Gekkonidae,8565.0,Gekko,1.524588752922868
156304,0,Ceratina calcarata,0.9418069652854346,0.99990590006587,0.0580989347804353,7.27,17520187250608.0,6099629,56461251.0,10627,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7399.0,Hymenoptera,7458.0,Apidae,78173.0,Ceratina,0.8615344108590377
156563,0,Cyanistes caeruleus,0.9409319261615732,0.9999386557896092,0.0590067296280361,3.47451666666667,38273666504663.0,9019572,137290598.0,16571,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,9126.0,Passeriformes,9153.0,Paridae,156562.0,Cyanistes,0.5408943992573766
176057,0,Nestor notabilis,0.9413935445334624,0.999932134378938,0.0585385898454756,2.58947,25559532802869.0,7368954,108611689.0,14739,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,9223.0,Psittaciformes,9224.0,Psittacidae,176042.0,Nestor,0.41321088391543864
178035,0,Dufourea novaeangliae,0.9419107440668336,0.9998979800040808,0.0579872359372473,21.54,16082673867701.0,5843718,48034701.0,9802,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7399.0,Hymenoptera,77572.0,Halictidae,178032.0,Dufourea,1.3332456989619628
181119,0,Pseudopodoces humilis,0.9405202891771002,0.999936256383066,0.0594159672059657,26.075,42396734814210.0,9495047,124859445.0,15803,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,9126.0,Passeriformes,9153.0,Paridae,181118.0,Pseudopodoces,1.4162243170985682
185453,0,Chrysochloris asiatica,0.9406289367101176,0.9999488459697274,0.0593199092596098,19.0,56074638266494.0,10919156,193523238.0,19674,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,,,9389.0,Chrysochloridae,185452.0,Chrysochloris,1.2787536009528289
186990,0,Hipposideros armiger,0.9403377368305964,0.9999471057754998,0.0596093689449033,19.3,52608209693315.0,10577909,180813580.0,19017,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,9397.0,Chiroptera,186994.0,Hipposideridae,58068.0,Hipposideros,1.2855573090077737
188344,0,Leptosomus discolor,0.9413205812867748,0.999934167216414,0.0586135859296393,77.90254725,25509407101702.0,7362010,115390835.0,15192,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,8936.0,Coraciiformes,188342.0,Leptosomidae,188343.0,Leptosomus,1.891551658423947
188379,0,Egretta garzetta,0.9412715898164096,0.99992917354496,0.0586575837285506,3.17812,32097111465247.0,8258297,99892037.0,14135,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,9205.0,Pelecaniformes,8899.0,Ardeidae,56073.0,Egretta,0.5021702913464791
217634,0,Anoplophora glabripennis,0.9419171668564532,0.9999313893653516,0.0580142225088984,210.0,26141687513774.0,7450329,106208025.0,14575,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7041.0,Coleoptera,34667.0,Cerambycidae,157304.0,Anoplophora,2.322219294733919
219809,0,Pseudomyrmex gracilis,0.9419243186789992,0.9999130434782608,0.0579887247992616,3.76,20630930161147.0,6618604,66119250.0,11500,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7399.0,Hymenoptera,36668.0,Formicidae,56621.0,Pseudomyrmex,0.575187844927661
222816,0,Orussus abietinus,0.9413189776766532,0.9998997292690264,0.058580751592373,272.503,16830087829520.0,5979843,49725378.0,9973,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7399.0,Hymenoptera,27528.0,Orussidae,27529.0,Orussus,2.4353712878099962
225164,0,Lottia gigantea,0.9425030947576682,0.9999565567901748,0.0574534620325064,49.55,38201086929657.0,9003502,283564793.0,23815,2759,Eukaryota,33208.0,Metazoa,,,6447.0,Mollusca,,,,,6448.0,Gastropoda,69675.0,Patellogastropoda,,,69676.0,Lottiidae,72691.0,Lottia,1.695043658821294
225400,0,Myotis davidii,0.9405812323348904,0.9999468263426888,0.0593655940077983,5.6,48611236467606.0,10166821,178255483.0,18882,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,9397.0,Chiroptera,9431.0,Vespertilionidae,9434.0,Myotis,0.7481880270062004
240206,0,Pterocles gutturalis,0.9413499780767384,0.9999326871297792,0.0585827090530409,5.7455,23334437423753.0,7041061,110342940.0,14856,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8782.0,Aves,,,8920.0,Ciconiiformes,56295.0,Pteroclidae,56296.0,Pterocles,0.7593278289846344
28377,0,Anolis carolinensis,0.9413079528726652,0.9999479016871736,0.0586399488145086,7.77326,57958446957929.0,11097049,187453118.0,19363,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,8504.0,Lepidosauria,,,8509.0,Squamata,2024747.0,Dactyloidae,28376.0,Anolis,0.890603194230234
286306,0,Cardiocondyla obscurior,0.9418130074622068,0.9999422214309516,0.0581292139687447,100.0,25203911955664.0,7315881,154027452.0,17552,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7399.0,Hymenoptera,36668.0,Formicidae,235541.0,Cardiocondyla,2.0
28737,0,Elephantulus edwardii,0.940496871676472,0.9999507683829584,0.0594538967064863,2.94,56780798694963.0,10988466,209397803.0,20465,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,8287.0,Sarcopterygii,40674.0,Mammalia,,,28734.0,Macroscelidea,28735.0,Macroscelididae,28736.0,Elephantulus,0.46834733041215726
28743,0,Cyprinodon variegatus,0.9408801459632042,0.999956510839634,0.0590763648764297,2.4,83360227064513.0,13311509,270664873.0,23267,2759,Eukaryota,33208.0,Metazoa,,,7711.0,Chordata,89593.0,Craniata,7898.0,Actinopterygii,186623.0,Actinopteri,41665.0,Neopterygii,28738.0,Cyprinodontiformes,8076.0,Cyprinodontidae,28741.0,Cyprinodon,0.380211241711606
29030,0,Drosophila takahashii,0.9415059784874832,0.9999343444291248,0.0584283659416416,35.0,29131756412180.0,7866595,115984065.0,15231,2759,Eukaryota,33208.0,Metazoa,,,6656.0,Arthropoda,6960.0,Hexapoda,,,50557.0,Insecta,7496.0,Pterygota,7147.0,Diptera,7214.0,Drosophilidae,7215.0,Drosophila,1.5440680443502754
